synthetic_id,home_zcta,home_county,source_atl_workers,adoption_percentile,synthetic_generation_version,schedule_model_version,destination_model_version,schedule_type,shift_family,work_days,shift_hours,shift_start_time,shift_end_time,crosses_midnight,airport_destination,nearest_marta_station,distance_to_marta_miles,marta_access_tier,marta_inbound_days_supported,marta_outbound_days_supported,marta_round_trip_days_supported,marta_schedule_support_percent,marta_schedule_status,final_mile_validation_required,marta_candidate
SYN-01623,30238,"Clayton County, GA",1039,1.983,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:30,15:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01624,30238,"Clayton County, GA",1039,9.554,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:45,17:45,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01625,30238,"Clayton County, GA",1039,7.516,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,07:45,15:45,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01626,30238,"Clayton County, GA",1039,4.878,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,fri|wed|thu|sun,6,05:15,11:15,false,North Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,0,4,0,0.0,none,true,false
SYN-01627,30238,"Clayton County, GA",1039,8.374,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,thu|mon,4,03:45,07:45,false,Rental Car Center,AIRPORT STATION,10.27,outside_rail_catchment,0,2,0,0.0,none,false,false
SYN-01628,30238,"Clayton County, GA",1039,8.957,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,09:30,17:30,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01629,30238,"Clayton County, GA",1039,4.636,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,09:45,17:45,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01630,30238,"Clayton County, GA",1039,6.950,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,07:00,15:00,false,International Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01631,30238,"Clayton County, GA",1039,4.663,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,tue|wed|thu|fri,10,07:45,17:45,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-01632,30238,"Clayton County, GA",1039,4.809,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:15,23:15,false,South Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01633,30238,"Clayton County, GA",1039,5.909,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:45,13:45,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01634,30238,"Clayton County, GA",1039,5.610,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,wed|thu|fri|sat,10,16:15,02:15,true,Other Airport Area,AIRPORT STATION,10.27,outside_rail_catchment,4,0,0,0.0,none,true,false
SYN-01635,30238,"Clayton County, GA",1039,2.585,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,midday,mon|sat|tue|fri,6,12:15,18:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-01636,30238,"Clayton County, GA",1039,2.947,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:15,14:15,false,Rental Car Center,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01637,30238,"Clayton County, GA",1039,8.727,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,mon|tue|wed|thu,10,18:45,04:45,true,Other Airport Area,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,true,false
SYN-01638,30238,"Clayton County, GA",1039,4.016,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:45,13:45,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01639,30238,"Clayton County, GA",1039,1.722,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:30,15:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01640,30238,"Clayton County, GA",1039,5.168,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,14:30,22:30,false,Other Airport Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01641,30238,"Clayton County, GA",1039,1.980,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:00,16:00,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01642,30238,"Clayton County, GA",1039,1.188,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,thu|fri|sat|sun|mon,8,20:00,04:00,true,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,3,3,60.0,partial,false,false
SYN-01643,30238,"Clayton County, GA",1039,9.345,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:30,16:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01644,30238,"Clayton County, GA",1039,3.446,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,22:15,06:15,true,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01645,30238,"Clayton County, GA",1039,5.516,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:30,14:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01646,30238,"Clayton County, GA",1039,8.125,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,fri|sat|sun|mon|tue,8,04:30,12:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,0,5,0,0.0,none,false,false
SYN-01647,30238,"Clayton County, GA",1039,0.923,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,mon|tue|wed|thu,10,05:30,15:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-01648,30238,"Clayton County, GA",1039,0.276,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,09:15,17:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01649,30238,"Clayton County, GA",1039,2.474,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,04:15,12:15,false,North Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,0,5,0,0.0,none,true,false
SYN-01650,30238,"Clayton County, GA",1039,3.630,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,sat|sun|mon|tue,10,15:45,01:45,true,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,4,2,2,50.0,partial,false,false
SYN-01651,30238,"Clayton County, GA",1039,7.944,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,tue|wed|thu|fri|sat,8,21:15,05:15,true,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01652,30238,"Clayton County, GA",1039,6.456,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,15:15,23:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01653,30238,"Clayton County, GA",1039,2.843,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,21:30,05:30,true,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01654,30238,"Clayton County, GA",1039,0.514,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,wed|thu|fri|sat,10,11:15,21:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-01655,30238,"Clayton County, GA",1039,7.293,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:30,17:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01656,30238,"Clayton County, GA",1039,7.381,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:15,16:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01657,30238,"Clayton County, GA",1039,6.997,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,09:15,17:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01658,30238,"Clayton County, GA",1039,9.614,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,14:00,22:00,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01659,30238,"Clayton County, GA",1039,1.875,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:00,23:00,false,North Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01660,30238,"Clayton County, GA",1039,6.703,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,23:00,07:00,true,South Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01661,30238,"Clayton County, GA",1039,5.820,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,14:00,22:00,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01662,30238,"Clayton County, GA",1039,3.602,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,05:45,13:45,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,4,5,4,80.0,partial,false,false
SYN-01663,30238,"Clayton County, GA",1039,1.535,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:00,15:00,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01664,30238,"Clayton County, GA",1039,8.638,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,10:30,18:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01665,30238,"Clayton County, GA",1039,6.835,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,06:30,14:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01666,30238,"Clayton County, GA",1039,0.787,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,sun|sat,6,14:30,20:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,2,2,2,100.0,full,false,false
SYN-01667,30238,"Clayton County, GA",1039,7.255,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:45,23:45,false,North Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01668,30238,"Clayton County, GA",1039,9.413,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:00,17:00,false,Rental Car Center,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01669,30238,"Clayton County, GA",1039,6.795,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,14:45,22:45,false,Other Airport Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01670,30238,"Clayton County, GA",1039,1.159,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,11:15,19:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01671,30238,"Clayton County, GA",1039,5.104,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,09:00,17:00,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01672,30238,"Clayton County, GA",1039,3.061,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,fri|sat|sun|mon|tue,8,17:45,01:45,true,Delta G.O.,AIRPORT STATION,10.27,outside_rail_catchment,5,0,0,0.0,none,true,false
SYN-01673,30238,"Clayton County, GA",1039,2.874,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,tue|wed|thu|fri|sat,8,18:45,02:45,true,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,0,0,0.0,none,false,false
SYN-01674,30238,"Clayton County, GA",1039,6.267,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:00,16:00,false,Other Airport Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01675,30238,"Clayton County, GA",1039,5.384,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,fri|sat|sun|mon,10,03:30,13:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,0,4,0,0.0,none,false,false
SYN-01676,30238,"Clayton County, GA",1039,9.745,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:15,23:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01677,30238,"Clayton County, GA",1039,1.833,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:00,14:00,false,International Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01678,30238,"Clayton County, GA",1039,9.890,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,fri|sat|sun|mon|tue,8,04:30,12:30,false,Other Airport Area,AIRPORT STATION,10.27,outside_rail_catchment,0,5,0,0.0,none,true,false
SYN-01679,30238,"Clayton County, GA",1039,3.588,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,14:45,22:45,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01680,30238,"Clayton County, GA",1039,5.120,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,12:45,20:45,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01681,30238,"Clayton County, GA",1039,4.975,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,16:15,00:15,true,International Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01682,30238,"Clayton County, GA",1039,9.775,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,midday,fri|thu,4,10:00,14:00,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,2,2,2,100.0,full,false,false
SYN-01683,30238,"Clayton County, GA",1039,3.989,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,tue|wed|thu|fri|sat,8,22:00,06:00,true,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01684,30238,"Clayton County, GA",1039,8.178,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,wed|thu|fri|sat,10,03:30,13:30,false,South Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,true,false
SYN-01685,30238,"Clayton County, GA",1039,5.487,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,thu|fri|sat|sun,10,05:00,15:00,false,North Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,0,4,0,0.0,none,true,false
SYN-01686,30238,"Clayton County, GA",1039,3.841,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,wed|thu|fri|sat,10,14:45,00:45,true,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,true,false
SYN-01687,30238,"Clayton County, GA",1039,4.435,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,10:30,18:30,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01688,30238,"Clayton County, GA",1039,4.424,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,12:45,20:45,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01689,30238,"Clayton County, GA",1039,2.434,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,08:30,16:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01690,30238,"Clayton County, GA",1039,8.103,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:00,01:00,true,International Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01691,30238,"Clayton County, GA",1039,8.519,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,sat|sun|mon|tue|wed,8,13:00,21:00,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01692,30238,"Clayton County, GA",1039,1.799,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:30,12:30,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,0,5,0,0.0,none,true,false
SYN-01693,30238,"Clayton County, GA",1039,4.777,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:30,14:30,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01694,30238,"Clayton County, GA",1039,8.327,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:15,17:15,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01695,30238,"Clayton County, GA",1039,7.451,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,fri|mon,5,05:45,10:45,false,Rental Car Center,AIRPORT STATION,10.27,outside_rail_catchment,2,2,2,100.0,full,false,false
SYN-01696,30238,"Clayton County, GA",1039,1.377,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,wed|thu|fri|sat,10,20:00,06:00,true,North Cargo Area,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,true,false
SYN-01697,30238,"Clayton County, GA",1039,3.069,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,09:00,17:00,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01698,30238,"Clayton County, GA",1039,3.046,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,sat|sun|mon|tue|wed,8,17:15,01:15,true,Other Airport Area,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01699,30238,"Clayton County, GA",1039,4.906,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,07:30,15:30,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01700,30238,"Clayton County, GA",1039,5.134,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,mon|tue|wed|thu,10,17:00,03:00,true,International Terminal,AIRPORT STATION,10.27,outside_rail_catchment,4,0,0,0.0,none,true,false
SYN-01701,30238,"Clayton County, GA",1039,4.148,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,mon|tue|wed|thu,10,13:15,23:15,false,Delta TechOps,AIRPORT STATION,10.27,outside_rail_catchment,4,4,4,100.0,full,true,false
SYN-01702,30238,"Clayton County, GA",1039,4.390,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,09:15,17:15,false,Domestic Terminal,AIRPORT STATION,10.27,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01703,30277,"Coweta County, GA",1005,9.617,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,mon|tue|wed|thu,10,10:15,20:15,false,Domestic Terminal,AIRPORT STATION,21.74,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-01704,30277,"Coweta County, GA",1005,3.296,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:45,01:45,true,Domestic Terminal,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01705,30277,"Coweta County, GA",1005,1.963,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,04:15,12:15,false,Delta TechOps,AIRPORT STATION,21.74,outside_rail_catchment,0,5,0,0.0,none,true,false
SYN-01706,30277,"Coweta County, GA",1005,7.154,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:45,23:45,false,Domestic Terminal,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01707,30277,"Coweta County, GA",1005,8.511,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:00,14:00,false,North Cargo Area,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01708,30277,"Coweta County, GA",1005,4.228,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,mon|tue|wed|thu,10,03:30,13:30,false,Domestic Terminal,AIRPORT STATION,21.74,outside_rail_catchment,0,4,0,0.0,none,false,false
SYN-01709,30277,"Coweta County, GA",1005,2.023,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,19:00,03:00,true,South Cargo Area,AIRPORT STATION,21.74,outside_rail_catchment,5,4,4,80.0,partial,true,false
SYN-01710,30277,"Coweta County, GA",1005,2.460,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:00,21:00,false,Other Airport Area,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01711,30277,"Coweta County, GA",1005,2.466,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,03:30,11:30,false,Domestic Terminal,AIRPORT STATION,21.74,outside_rail_catchment,0,5,0,0.0,none,false,false
SYN-01712,30277,"Coweta County, GA",1005,2.831,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,mon|tue|wed|thu,10,12:45,22:45,false,Domestic Terminal,AIRPORT STATION,21.74,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-01713,30277,"Coweta County, GA",1005,5.306,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,thu|fri|sat|sun,10,06:00,16:00,false,Delta TechOps,AIRPORT STATION,21.74,outside_rail_catchment,2,4,2,50.0,partial,true,false
SYN-01714,30277,"Coweta County, GA",1005,9.667,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,tue|wed|thu|fri|sat,8,14:30,22:30,false,Other Airport Area,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01715,30277,"Coweta County, GA",1005,7.948,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,mon|tue|wed|thu,10,03:45,13:45,false,Delta TechOps,AIRPORT STATION,21.74,outside_rail_catchment,0,4,0,0.0,none,true,false
SYN-01716,30277,"Coweta County, GA",1005,3.173,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,10:45,18:45,false,Other Airport Area,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01717,30277,"Coweta County, GA",1005,9.304,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,07:30,15:30,false,Domestic Terminal,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-01718,30277,"Coweta County, GA",1005,6.677,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,17:15,01:15,true,North Cargo Area,AIRPORT STATION,21.74,outside_rail_catchment,5,3,3,60.0,partial,true,false
SYN-01719,30277,"Coweta County, GA",1005,3.084,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,11:45,19:45,false,Other Airport Area,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01720,30277,"Coweta County, GA",1005,2.421,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,13:30,21:30,false,Delta G.O.,AIRPORT STATION,21.74,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-01721,30277,"Coweta County, GA",1005,4.633,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,19:00,03:00,true,Rental Car Center,AIRPORT STATION,21.74,outside_rail_catchment,5,0,0,0.0,none,false,false
