synthetic_id,home_zcta,home_county,source_atl_workers,adoption_percentile,synthetic_generation_version,schedule_model_version,destination_model_version,schedule_type,shift_family,work_days,shift_hours,shift_start_time,shift_end_time,crosses_midnight,airport_destination
SYN-00579,30281,"Henry County, GA",1417,7.375,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:15,16:15,false,Domestic Terminal
SYN-00580,30281,"Henry County, GA",1417,9.712,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:00,21:00,false,Domestic Terminal
SYN-00581,30281,"Henry County, GA",1417,9.296,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,22:15,06:15,true,Domestic Terminal
SYN-00582,30281,"Henry County, GA",1417,7.879,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,fri|sat|sun|mon|tue,8,05:00,13:00,false,Domestic Terminal
SYN-00583,30281,"Henry County, GA",1417,3.788,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,wed|thu|fri|sat,10,19:00,05:00,true,Delta G.O.
SYN-00584,30281,"Henry County, GA",1417,4.214,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,18:15,02:15,true,Rental Car Center
SYN-00585,30281,"Henry County, GA",1417,6.562,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,06:00,14:00,false,Domestic Terminal
SYN-00586,30281,"Henry County, GA",1417,4.479,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,sat|sun|mon|tue|wed,8,14:30,22:30,false,Domestic Terminal
SYN-00587,30281,"Henry County, GA",1417,4.674,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,06:30,14:30,false,Delta TechOps
SYN-00588,30281,"Henry County, GA",1417,9.100,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,12:00,20:00,false,International Terminal
SYN-00589,30281,"Henry County, GA",1417,3.564,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,fri|sat|sun|mon,10,14:15,00:15,true,Domestic Terminal
SYN-00590,30281,"Henry County, GA",1417,6.704,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,10:15,18:15,false,Domestic Terminal
SYN-00591,30281,"Henry County, GA",1417,5.656,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:00,21:00,false,Other Airport Area
SYN-00592,30281,"Henry County, GA",1417,6.372,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,07:00,15:00,false,Domestic Terminal
SYN-00593,30281,"Henry County, GA",1417,2.233,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,tue|wed|thu|fri|sat,8,15:45,23:45,false,International Terminal
SYN-00594,30281,"Henry County, GA",1417,6.671,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,21:30,05:30,true,Domestic Terminal
SYN-00595,30281,"Henry County, GA",1417,3.078,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,04:30,12:30,false,Domestic Terminal
SYN-00596,30281,"Henry County, GA",1417,6.451,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:00,16:00,false,Domestic Terminal
SYN-00597,30281,"Henry County, GA",1417,1.777,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,tue|wed|thu|fri,10,21:45,07:45,true,Delta TechOps
SYN-00598,30281,"Henry County, GA",1417,4.383,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,21:45,05:45,true,Domestic Terminal
SYN-00599,30281,"Henry County, GA",1417,0.230,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:30,12:30,false,Delta TechOps
SYN-00600,30281,"Henry County, GA",1417,3.012,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,10:45,18:45,false,Domestic Terminal
SYN-00601,30281,"Henry County, GA",1417,6.251,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,thu|fri|sat|sun,10,09:45,19:45,false,Domestic Terminal
SYN-00602,30281,"Henry County, GA",1417,0.675,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,thu|fri|sat|sun,10,04:45,14:45,false,Domestic Terminal
SYN-00603,30281,"Henry County, GA",1417,6.551,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,12:00,20:00,false,Domestic Terminal
SYN-00604,30281,"Henry County, GA",1417,9.894,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,day,sun|wed|tue|sat,4,08:45,12:45,false,Domestic Terminal
SYN-00605,30281,"Henry County, GA",1417,7.459,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,18:00,02:00,true,Domestic Terminal
SYN-00606,30281,"Henry County, GA",1417,8.201,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,22:45,06:45,true,Delta TechOps
SYN-00607,30281,"Henry County, GA",1417,7.077,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,10:45,18:45,false,International Terminal
SYN-00608,30281,"Henry County, GA",1417,8.166,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,10:15,18:15,false,Delta TechOps
SYN-00609,30281,"Henry County, GA",1417,0.681,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,tue|wed|thu|fri|sat,8,17:00,01:00,true,Rental Car Center
SYN-00610,30281,"Henry County, GA",1417,0.238,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,tue|wed|thu|fri|sat,8,22:45,06:45,true,Domestic Terminal
SYN-00611,30281,"Henry County, GA",1417,6.428,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,10:00,18:00,false,Delta TechOps
SYN-00612,30281,"Henry County, GA",1417,6.151,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,midday,mon|sat|tue,5,13:45,18:45,false,North Cargo Area
SYN-00613,30281,"Henry County, GA",1417,9.522,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,thu|fri|sat|sun,10,19:45,05:45,true,Domestic Terminal
SYN-00614,30281,"Henry County, GA",1417,3.909,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,mon|fri|thu,4,15:15,19:15,false,Delta TechOps
SYN-00615,30281,"Henry County, GA",1417,7.954,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,11:45,19:45,false,Domestic Terminal
SYN-00616,30281,"Henry County, GA",1417,4.467,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,08:15,16:15,false,Domestic Terminal
SYN-00617,30281,"Henry County, GA",1417,4.942,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:00,12:00,false,Delta TechOps
SYN-00618,30281,"Henry County, GA",1417,3.289,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,05:45,13:45,false,North Cargo Area
SYN-00619,30331,"Fulton County, GA",1400,0.224,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,12:00,20:00,false,North Cargo Area
SYN-00620,30331,"Fulton County, GA",1400,7.076,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,fri|sat|sun|mon,10,07:45,17:45,false,Domestic Terminal
SYN-00621,30331,"Fulton County, GA",1400,9.710,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,22:00,06:00,true,Other Airport Area
SYN-00622,30331,"Fulton County, GA",1400,0.869,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:30,17:30,false,Domestic Terminal
SYN-00623,30331,"Fulton County, GA",1400,2.881,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,06:45,14:45,false,South Cargo Area
SYN-00624,30331,"Fulton County, GA",1400,8.252,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,tue|wed|thu|fri,10,06:00,16:00,false,Delta TechOps
SYN-00625,30331,"Fulton County, GA",1400,1.593,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,14:45,22:45,false,North Cargo Area
SYN-00626,30331,"Fulton County, GA",1400,6.801,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,fri|sat|sun|mon,10,03:30,13:30,false,Delta TechOps
SYN-00627,30331,"Fulton County, GA",1400,9.836,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:30,13:30,false,Domestic Terminal
SYN-00628,30331,"Fulton County, GA",1400,3.007,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,day,tue|thu|sun|mon,6,10:00,16:00,false,International Terminal
SYN-00629,30331,"Fulton County, GA",1400,1.418,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,16:45,00:45,true,Other Airport Area
SYN-00630,30331,"Fulton County, GA",1400,7.043,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,21:15,05:15,true,Delta TechOps
SYN-00631,30331,"Fulton County, GA",1400,0.868,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,19:30,03:30,true,South Cargo Area
SYN-00632,30331,"Fulton County, GA",1400,7.617,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,11:15,19:15,false,International Terminal
SYN-00633,30331,"Fulton County, GA",1400,9.002,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,23:15,07:15,true,Domestic Terminal
SYN-00634,30331,"Fulton County, GA",1400,4.403,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,fri|sat|sun|mon|tue,8,04:00,12:00,false,Domestic Terminal
SYN-00635,30331,"Fulton County, GA",1400,2.101,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,23:15,07:15,true,South Cargo Area
SYN-00636,30331,"Fulton County, GA",1400,8.669,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,12:30,20:30,false,Domestic Terminal
SYN-00637,30331,"Fulton County, GA",1400,2.880,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,17:15,01:15,true,Domestic Terminal
SYN-00638,30331,"Fulton County, GA",1400,8.013,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,12:00,20:00,false,Domestic Terminal
SYN-00639,30331,"Fulton County, GA",1400,8.138,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,06:30,14:30,false,Delta TechOps
SYN-00640,30331,"Fulton County, GA",1400,9.624,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,sat|sun|mon|tue|wed,8,07:45,15:45,false,International Terminal
SYN-00641,30331,"Fulton County, GA",1400,0.666,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,wed|thu|fri|sat,10,11:45,21:45,false,Domestic Terminal
SYN-00642,30331,"Fulton County, GA",1400,4.167,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,13:00,21:00,false,South Cargo Area
SYN-00643,30331,"Fulton County, GA",1400,6.629,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,thu|fri|sat|sun|mon,8,20:15,04:15,true,Domestic Terminal
SYN-00644,30331,"Fulton County, GA",1400,3.654,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,tue|wed|thu|fri|sat,8,16:00,00:00,true,Rental Car Center
SYN-00645,30331,"Fulton County, GA",1400,9.278,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,tue|wed|thu|fri,10,07:00,17:00,false,Delta G.O.
SYN-00646,30331,"Fulton County, GA",1400,5.537,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,10:30,18:30,false,Other Airport Area
SYN-00647,30331,"Fulton County, GA",1400,7.766,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,fri|sat|sun|mon,10,06:15,16:15,false,Domestic Terminal
SYN-00648,30331,"Fulton County, GA",1400,2.225,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,14:00,22:00,false,South Cargo Area
SYN-00649,30331,"Fulton County, GA",1400,6.241,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,tue|wed|thu|fri,10,12:30,22:30,false,Domestic Terminal
SYN-00650,30331,"Fulton County, GA",1400,1.173,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,day,tue|mon|sun|wed,4,08:45,12:45,false,Delta TechOps
SYN-00651,30331,"Fulton County, GA",1400,3.647,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:00,01:00,true,International Terminal
SYN-00652,30331,"Fulton County, GA",1400,9.762,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,05:00,13:00,false,South Cargo Area
SYN-00653,30331,"Fulton County, GA",1400,4.869,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,12:45,20:45,false,Domestic Terminal
SYN-00654,30331,"Fulton County, GA",1400,8.850,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,fri|sat|sun|mon,10,10:15,20:15,false,International Terminal
SYN-00655,30331,"Fulton County, GA",1400,2.242,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:00,14:00,false,Delta TechOps
SYN-00656,30331,"Fulton County, GA",1400,8.516,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,mon|tue|wed|thu,10,06:45,16:45,false,International Terminal
SYN-00657,30331,"Fulton County, GA",1400,5.493,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,13:00,21:00,false,South Cargo Area
SYN-00658,30331,"Fulton County, GA",1400,3.323,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,fri|sat|sun|mon,10,09:00,19:00,false,Delta TechOps
SYN-00659,30331,"Fulton County, GA",1400,4.102,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,sun|fri|thu,5,04:45,09:45,false,International Terminal
SYN-00660,30331,"Fulton County, GA",1400,8.414,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:15,01:15,true,Domestic Terminal
SYN-00661,30331,"Fulton County, GA",1400,2.129,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,08:00,16:00,false,Other Airport Area
SYN-00662,30331,"Fulton County, GA",1400,2.293,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:15,17:15,false,Other Airport Area
SYN-00663,30331,"Fulton County, GA",1400,1.820,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:00,13:00,false,Domestic Terminal
SYN-00664,30331,"Fulton County, GA",1400,2.339,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,14:15,22:15,false,Domestic Terminal
SYN-00665,30331,"Fulton County, GA",1400,7.750,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,21:30,05:30,true,International Terminal
SYN-00666,30331,"Fulton County, GA",1400,8.485,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,sat|sun|mon|tue,10,07:00,17:00,false,Rental Car Center
SYN-00667,30331,"Fulton County, GA",1400,9.275,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,sun|thu|wed|mon,6,15:45,21:45,false,Domestic Terminal
SYN-00668,30331,"Fulton County, GA",1400,2.612,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,tue|wed|thu|fri|sat,8,21:30,05:30,true,Domestic Terminal
SYN-00669,30331,"Fulton County, GA",1400,3.625,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,13:45,21:45,false,Delta TechOps
SYN-00670,30331,"Fulton County, GA",1400,7.356,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,10:15,18:15,false,Domestic Terminal
SYN-00671,30331,"Fulton County, GA",1400,2.639,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,sat|sun|mon|tue|wed,8,08:45,16:45,false,South Cargo Area
SYN-00672,30331,"Fulton County, GA",1400,5.430,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:30,14:30,false,Domestic Terminal
SYN-00673,30331,"Fulton County, GA",1400,5.545,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,tue|wed|thu|fri,10,09:00,19:00,false,International Terminal
SYN-00674,30331,"Fulton County, GA",1400,9.459,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,sat|sun|mon|tue|wed,8,09:45,17:45,false,Delta TechOps
SYN-00675,30331,"Fulton County, GA",1400,3.432,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,fri|sat|sun|mon|tue,8,05:15,13:15,false,Domestic Terminal
SYN-00676,30331,"Fulton County, GA",1400,4.785,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,fri|sat|sun|mon|tue,8,07:00,15:00,false,Other Airport Area
SYN-00677,30331,"Fulton County, GA",1400,9.992,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,12:45,20:45,false,Other Airport Area
SYN-00678,30331,"Fulton County, GA",1400,3.808,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,03:30,11:30,false,North Cargo Area
SYN-00679,30331,"Fulton County, GA",1400,7.244,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,21:15,05:15,true,Domestic Terminal
SYN-00680,30331,"Fulton County, GA",1400,0.943,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,wed|thu|fri|sat,10,13:15,23:15,false,South Cargo Area
SYN-00681,30331,"Fulton County, GA",1400,3.322,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,23:00,07:00,true,North Cargo Area
SYN-00682,30331,"Fulton County, GA",1400,8.312,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,wed|thu|fri|sat,10,07:30,17:30,false,Delta TechOps
SYN-00683,30331,"Fulton County, GA",1400,1.859,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:15,12:15,false,South Cargo Area
SYN-00684,30331,"Fulton County, GA",1400,6.352,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,12:00,20:00,false,International Terminal
SYN-00685,30331,"Fulton County, GA",1400,6.616,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,fri|sat|sun|mon|tue,8,18:00,02:00,true,Delta G.O.
SYN-00686,30331,"Fulton County, GA",1400,9.560,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,tue|wed|thu|fri,10,08:30,18:30,false,North Cargo Area
SYN-00687,30331,"Fulton County, GA",1400,9.962,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,03:45,11:45,false,South Cargo Area
SYN-00688,30331,"Fulton County, GA",1400,9.724,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,06:45,14:45,false,Domestic Terminal
SYN-00689,30331,"Fulton County, GA",1400,8.690,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,fri|thu|tue|mon,4,04:15,08:15,false,Domestic Terminal
SYN-00690,30331,"Fulton County, GA",1400,9.670,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,18:00,02:00,true,International Terminal
SYN-00691,30331,"Fulton County, GA",1400,4.880,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:30,17:30,false,Delta G.O.
SYN-00692,30331,"Fulton County, GA",1400,3.852,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:30,13:30,false,Domestic Terminal
SYN-00693,30331,"Fulton County, GA",1400,2.558,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,10:45,18:45,false,Domestic Terminal
SYN-00694,30331,"Fulton County, GA",1400,5.737,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,05:15,13:15,false,Domestic Terminal
SYN-00695,30331,"Fulton County, GA",1400,6.182,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,06:30,14:30,false,Domestic Terminal
SYN-00696,30331,"Fulton County, GA",1400,6.215,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,fri|sat|sun|mon,10,13:15,23:15,false,Rental Car Center
SYN-00697,30331,"Fulton County, GA",1400,8.546,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:30,15:30,false,Domestic Terminal
SYN-00698,30331,"Fulton County, GA",1400,9.541,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,12:45,20:45,false,Domestic Terminal
SYN-00699,30331,"Fulton County, GA",1400,2.587,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,tue|wed|thu|fri,10,08:30,18:30,false,Other Airport Area
SYN-00700,30331,"Fulton County, GA",1400,6.321,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,wed|thu|fri|sat,10,04:45,14:45,false,Domestic Terminal
SYN-00701,30331,"Fulton County, GA",1400,6.634,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,21:30,05:30,true,Delta G.O.
SYN-00702,30331,"Fulton County, GA",1400,2.012,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,17:15,01:15,true,Delta TechOps
SYN-00703,30331,"Fulton County, GA",1400,4.602,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,07:30,15:30,false,Delta TechOps
SYN-00704,30331,"Fulton County, GA",1400,3.133,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,23:30,07:30,true,South Cargo Area
SYN-00705,30331,"Fulton County, GA",1400,4.068,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,thu|fri|sat|sun,10,12:45,22:45,false,Domestic Terminal
SYN-00706,30331,"Fulton County, GA",1400,7.641,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,14:15,22:15,false,Other Airport Area
SYN-00707,30331,"Fulton County, GA",1400,4.788,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:00,14:00,false,International Terminal
SYN-00708,30331,"Fulton County, GA",1400,0.445,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,12:30,20:30,false,Other Airport Area
SYN-00709,30331,"Fulton County, GA",1400,3.440,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,mon|sat|thu,6,16:45,22:45,false,Delta G.O.
SYN-00710,30331,"Fulton County, GA",1400,4.265,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:30,17:30,false,Delta TechOps
SYN-00711,30331,"Fulton County, GA",1400,9.012,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,16:15,00:15,true,Domestic Terminal
SYN-00712,30331,"Fulton County, GA",1400,1.445,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,tue|wed|thu|fri,10,05:15,15:15,false,South Cargo Area
SYN-00713,30331,"Fulton County, GA",1400,7.934,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,tue|wed|thu|fri,10,07:00,17:00,false,North Cargo Area
SYN-00714,30331,"Fulton County, GA",1400,0.391,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,mon|tue|wed|thu,10,17:15,03:15,true,Domestic Terminal
SYN-00715,30331,"Fulton County, GA",1400,8.195,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,15:00,23:00,false,International Terminal
SYN-00716,30331,"Fulton County, GA",1400,5.567,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,04:45,12:45,false,Domestic Terminal
SYN-00717,30331,"Fulton County, GA",1400,7.030,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:15,12:15,false,Delta TechOps
SYN-00718,30331,"Fulton County, GA",1400,9.887,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,12:30,20:30,false,Delta TechOps
SYN-00719,30331,"Fulton County, GA",1400,8.808,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,tue|wed|thu|fri,10,22:30,08:30,true,Domestic Terminal
